time,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,temperature_2m_media_movel_24h,relative_humidity_2m_media_movel_24h,wind_speed_10m_media_movel_24h,shortwave_radiation_media_movel_24h,indice_calor_c
2026-06-27 23:00:00,14.6,76,22.4,0.0,11.904166666666667,71.66666666666667,13.754166666666668,141.70833333333334,14.600000000000001
2026-06-28 00:00:00,14.0,80,23.8,0.0,12.133333333333333,71.79166666666667,14.083333333333334,141.70833333333334,14.000000000000002
2026-06-28 01:00:00,14.0,82,20.9,0.0,12.387500000000001,71.79166666666667,14.395833333333334,141.70833333333334,14.000000000000002
2026-06-28 02:00:00,14.4,84,19.0,0.0,12.683333333333335,71.79166666666667,14.658333333333333,141.70833333333334,14.400000000000002
2026-06-28 03:00:00,14.4,87,18.1,0.0,13.008333333333333,72.0,14.820833333333333,141.70833333333334,14.400000000000002
2026-06-28 04:00:00,14.4,91,16.4,0.0,13.329166666666666,72.625,14.879166666666668,141.70833333333334,14.400000000000002
2026-06-28 05:00:00,14.2,95,13.3,0.0,13.645833333333334,73.41666666666667,14.795833333333334,141.70833333333334,14.200000000000001
2026-06-28 06:00:00,14.0,96,11.4,0.0,13.954166666666667,74.25,14.579166666666666,141.70833333333334,14.000000000000002
2026-06-28 07:00:00,13.9,97,6.2,0.0,14.254166666666668,75.125,14.104166666666666,141.70833333333334,13.900000000000002
2026-06-28 08:00:00,14.1,97,8.1,2.0,14.554166666666667,75.95833333333333,13.741666666666667,141.54166666666666,14.099999999999998
2026-06-28 09:00:00,14.6,97,8.5,20.0,14.804166666666667,76.91666666666667,13.458333333333334,137.41666666666666,14.600000000000001
2026-06-28 10:00:00,15.2,98,9.8,55.0,14.958333333333334,78.0,13.3375,127.66666666666667,15.200000000000001
2026-06-28 11:00:00,15.1,99,9.2,65.0,14.995833333333332,79.41666666666667,13.245833333333335,112.375,15.100000000000001
2026-06-28 12:00:00,15.7,96,13.4,172.0,14.987499999999999,80.95833333333333,13.341666666666667,97.58333333333333,15.699999999999998
2026-06-28 13:00:00,15.8,92,11.8,151.0,14.941666666666668,82.41666666666667,13.391666666666666,80.375,15.800000000000002
2026-06-28 14:00:00,16.2,87,15.0,159.0,14.887500000000001,83.70833333333333,13.583333333333334,64.79166666666667,16.2
2026-06-28 15:00:00,17.2,74,11.9,196.0,14.862499999999999,84.5,13.612499999999999,54.541666666666664,17.199999999999996
2026-06-28 16:00:00,17.1,72,15.1,220.0,14.858333333333334,85.0,13.825000000000001,50.0,17.1
2026-06-28 17:00:00,16.2,77,14.5,152.0,14.879166666666665,85.375,14.041666666666666,50.083333333333336,16.2
2026-06-28 18:00:00,14.7,81,17.8,21.0,14.858333333333333,85.875,14.262500000000001,50.541666666666664,14.699999999999996
2026-06-28 19:00:00,13.5,79,19.3,0.0,14.808333333333332,86.16666666666667,14.612500000000002,50.541666666666664,13.499999999999998
2026-06-28 20:00:00,12.0,81,15.3,0.0,14.712499999999999,86.41666666666667,14.841666666666669,50.541666666666664,12.0
2026-06-28 21:00:00,10.6,84,11.7,0.0,14.591666666666667,86.625,14.670833333333334,50.541666666666664,10.6
2026-06-28 22:00:00,9.7,89,9.5,0.0,14.399999999999999,87.125,14.266666666666667,50.541666666666664,9.700000000000001
2026-06-28 23:00:00,9.0,92,8.6,0.0,14.166666666666666,87.79166666666667,13.691666666666665,50.541666666666664,9.000000000000002
2026-06-29 00:00:00,8.4,93,8.1,0.0,13.933333333333332,88.33333333333333,13.037500000000001,50.541666666666664,8.400000000000002
2026-06-29 01:00:00,7.7,95,5.6,0.0,13.670833333333334,88.875,12.399999999999999,50.541666666666664,7.699999999999999
2026-06-29 02:00:00,6.9,97,4.8,0.0,13.358333333333333,89.41666666666667,11.808333333333332,50.541666666666664,6.900000000000001
2026-06-29 03:00:00,6.4,99,7.9,0.0,13.025,89.91666666666667,11.383333333333335,50.541666666666664,6.399999999999998
2026-06-29 04:00:00,6.0,99,7.3,0.0,12.675000000000002,90.25,11.004166666666665,50.541666666666664,5.999999999999998
2026-06-29 05:00:00,5.6,100,6.9,0.0,12.316666666666665,90.45833333333333,10.737499999999999,50.541666666666664,5.599999999999999
2026-06-29 06:00:00,5.5,100,4.8,0.0,11.962499999999999,90.625,10.4625,50.541666666666664,5.499999999999999
2026-06-29 07:00:00,5.4,100,5.6,0.0,11.608333333333334,90.75,10.437500000000002,50.541666666666664,5.3999999999999995
2026-06-29 08:00:00,5.4,100,2.9,3.0,11.245833333333332,90.875,10.220833333333333,50.583333333333336,5.3999999999999995
2026-06-29 09:00:00,5.9,97,4.8,46.0,10.883333333333333,90.875,10.066666666666666,51.666666666666664,5.900000000000002
2026-06-29 10:00:00,6.1,99,2.8,129.0,10.504166666666666,90.91666666666667,9.775,54.75,6.100000000000002
2026-06-29 11:00:00,6.6,97,1.2,165.0,10.15,90.83333333333333,9.441666666666666,58.916666666666664,6.599999999999998
2026-06-29 12:00:00,8.0,88,0.8,244.0,9.829166666666667,90.5,8.916666666666668,61.916666666666664,8.0
2026-06-29 13:00:00,9.1,81,1.5,328.0,9.549999999999999,90.04166666666667,8.4875,69.29166666666667,9.099999999999998
2026-06-29 14:00:00,10.2,76,2.7,394.0,9.3,89.58333333333333,7.9750000000000005,79.08333333333333,10.2
2026-06-29 15:00:00,10.9,76,5.6,390.0,9.0375,89.66666666666667,7.7124999999999995,87.16666666666667,10.900000000000002
2026-06-29 16:00:00,10.6,77,6.3,305.0,8.766666666666667,89.875,7.345833333333334,90.70833333333333,10.6
2026-06-29 17:00:00,9.9,80,5.7,164.0,8.504166666666666,90.0,6.979166666666667,91.20833333333333,9.899999999999999
2026-06-29 18:00:00,7.9,89,4.7,24.0,8.220833333333333,90.33333333333333,6.433333333333334,91.33333333333333,7.8999999999999995
2026-06-29 19:00:00,7.3,90,2.9,0.0,7.9624999999999995,90.79166666666667,5.75,91.33333333333333,7.300000000000001
2026-06-29 20:00:00,6.8,90,1.8,0.0,7.745833333333333,91.16666666666667,5.1875,91.33333333333333,6.799999999999997
2026-06-29 21:00:00,5.8,93,3.1,0.0,7.545833333333333,91.54166666666667,4.829166666666667,91.33333333333333,5.799999999999999
2026-06-29 22:00:00,5.3,94,3.6,0.0,7.362500000000001,91.75,4.583333333333333,91.33333333333333,5.3
2026-06-29 23:00:00,5.0,95,3.0,0.0,7.195833333333334,91.875,4.3500000000000005,91.33333333333333,5.0
2026-06-30 00:00:00,5.0,94,4.3,0.0,7.054166666666667,91.91666666666667,4.191666666666667,91.33333333333333,5.0
2026-06-30 01:00:00,4.4,95,4.7,0.0,6.916666666666667,91.91666666666667,4.154166666666667,91.33333333333333,4.400000000000001
2026-06-30 02:00:00,4.1,96,5.1,0.0,6.800000000000001,91.875,4.166666666666667,91.33333333333333,4.100000000000001
2026-06-30 03:00:00,3.4,97,5.5,0.0,6.675,91.79166666666667,4.066666666666666,91.33333333333333,3.3999999999999986
2026-06-30 04:00:00,3.1,100,5.8,0.0,6.554166666666667,91.83333333333333,4.004166666666666,91.33333333333333,3.099999999999999
2026-06-30 05:00:00,3.0,100,6.9,0.0,6.445833333333334,91.83333333333333,4.004166666666666,91.33333333333333,2.999999999999999
2026-06-30 06:00:00,3.0,100,5.8,0.0,6.341666666666668,91.83333333333333,4.045833333333333,91.33333333333333,2.999999999999999
2026-06-30 07:00:00,3.1,100,6.0,0.0,6.245833333333334,91.83333333333333,4.0625,91.33333333333333,3.099999999999999
2026-06-30 08:00:00,3.5,99,7.2,4.0,6.166666666666667,91.79166666666667,4.241666666666666,91.375,3.4999999999999982
